Date,City,Temp,Air Quality,PM 2.5,PM 10
12/4/2024 0:10:44,Boston,-0.61°C,Good,3.36,5.84
12/4/2024 0:10:45,Miami,13.49°C,Fair,6.5,9.64
12/4/2024 0:10:45,Houston,15.27°C,Fair,11.62,15.16
12/5/2024 0:10:43,Toronto,0.42°C,Good,7.86,9.18
12/5/2024 0:10:44,San Francisco,12.92°C,Moderate,36.64,42.97
12/5/2024 0:10:45,New York,2.53°C,Good,5.22,7.34
12/5/2024 0:10:45,Dallas,11.78°C,Poor,50.34,66.38
12/5/2024 0:10:46,Boston,4.01°C,Fair,2.8,4.49
12/5/2024 0:10:46,Miami,19.72°C,Fair,1.91,7.13
12/5/2024 0:10:47,Houston,18.86°C,Moderate,28.66,33.39
12/6/2024 0:10:43,Toronto,-5.79°C,Fair,0.5,1.29
12/6/2024 0:10:43,San Francisco,12.41°C,Fair,10.89,13.58
12/6/2024 0:10:44,New York,-0.26°C,Good,0.5,1.16
12/6/2024 0:10:45,Dallas,4.37°C,Good,3.43,5.69
12/6/2024 0:10:45,Boston,0.98°C,Good,0.5,0.84
12/6/2024 0:10:46,Miami,18.45°C,Moderate,17.78,32.23
12/6/2024 0:10:46,Houston,13.11°C,Fair,7.05,8.68
12/7/2024 0:10:43,Toronto,-1.99°C,Good,2.1,3.36
12/7/2024 0:10:43,San Francisco,13.29°C,Fair,15.09,17.22
12/7/2024 0:10:44,New York,0.11°C,Good,3.51,6.4
12/7/2024 0:10:44,Dallas,7.72°C,Fair,11.22,17.72
12/7/2024 0:10:44,Boston,-3.1°C,Fair,0.62,1.37
12/7/2024 0:10:45,Miami,20.38°C,Fair,14.11,19.79
12/7/2024 0:10:45,Houston,10.16°C,Good,4.58,7.04
12/8/2024 0:10:43,Toronto,2.82°C,Good,7.68,9.09
12/8/2024 0:10:43,San Francisco,13.44°C,Good,6.23,7.49
12/8/2024 0:10:44,New York,3.38°C,Fair,10.65,14.46
12/8/2024 0:10:44,Dallas,6.9°C,Good,5.06,7.31
12/8/2024 0:10:45,Boston,0.94°C,Good,5.87,8.44
12/8/2024 0:10:45,Miami,19.32°C,Fair,2.45,9.87
12/8/2024 0:10:46,Houston,12.05°C,Good,4.7,6.34
12/9/2024 0:10:44,Toronto,2.76°C,Moderate,16.77,35.4
12/9/2024 0:10:45,San Francisco,12.52°C,Good,5.28,6.83
12/9/2024 0:10:45,New York,6.18°C,Fair,15.89,24.36
12/9/2024 0:10:46,Dallas,10.91°C,Good,4.71,6.54
12/9/2024 0:10:47,Boston,5.52°C,Good,4.82,6.13
12/9/2024 0:10:47,Miami,21.5°C,Fair,2.55,9.77
12/9/2024 0:10:48,Houston,15.05°C,Good,6.02,7.93
12/10/2024 0:10:43,Toronto,3.01°C,Fair,12.64,16.29
12/10/2024 0:10:43,San Francisco,11.53°C,Moderate,23.74,34.36
12/10/2024 0:10:45,New York,8.62°C,Fair,20.03,24.47
12/10/2024 0:10:45,Dallas,10.81°C,Fair,13.96,24.9
12/10/2024 0:10:45,Boston,6.63°C,Good,2.03,2.54
12/10/2024 0:10:46,Miami,22.66°C,Moderate,3.23,12.29
12/10/2024 0:10:46,Houston,20.71°C,Good,7.9,12.7
12/11/2024 0:10:43,Toronto,5.53°C,Moderate,46.56,64.26
12/11/2024 0:10:43,San Francisco,9.92°C,Moderate,27.45,36.78
12/11/2024 0:10:44,New York,10.21°C,Fair,21.86,25.19
12/11/2024 0:10:44,Dallas,4.61°C,Good,3.32,5.76
12/11/2024 0:10:45,Boston,2.71°C,Fair,11.61,15.81
12/11/2024 0:10:46,Miami,23.17°C,Fair,2.46,9.38
12/11/2024 0:10:47,Houston,8.45°C,Good,1.22,2.24
12/12/2024 0:10:43,Toronto,-0.56°C,Good,0.94,2.21
12/12/2024 0:10:44,San Francisco,11.94°C,Moderate,10.69,15.92
12/12/2024 0:10:44,New York,5.46°C,Good,1.09,1.81
12/12/2024 0:10:45,Dallas,8.04°C,Fair,8.6,15.24
12/12/2024 0:10:45,Boston,13.26°C,Fair,1.82,2.17
12/12/2024 0:10:45,Miami,17.85°C,Good,3.55,4.89
12/12/2024 0:10:46,Houston,7.72°C,Moderate,46.8,61.81
12/13/2024 0:10:43,Toronto,-7.94°C,Fair,0.71,1.6
12/13/2024 0:10:44,San Francisco,11.45°C,Fair,2.1,6.79
12/13/2024 0:10:44,New York,-1.67°C,Fair,2.15,3.88
12/13/2024 0:10:44,Dallas,11.71°C,Fair,4.16,5.86
12/13/2024 0:10:45,Boston,-2.21°C,Fair,1.19,1.94
12/13/2024 0:10:45,Miami,20.91°C,Moderate,2.8,15.38
12/13/2024 0:10:45,Houston,14.16°C,Fair,4.86,9.56
12/14/2024 0:10:44,Toronto,-7.98°C,Moderate,11.17,28.41
12/14/2024 0:10:44,San Francisco,14.13°C,Fair,3.33,8.46
12/14/2024 0:10:45,New York,-1.92°C,Fair,10.6,18.03
12/14/2024 0:10:45,Dallas,13.95°C,Fair,4.11,5.55
12/14/2024 0:10:46,Boston,-4.6°C,Good,1.84,3.42
12/14/2024 0:10:47,Miami,21.83°C,Fair,3.35,18.19
12/14/2024 0:10:47,Houston,17.77°C,Fair,4.26,6.55
12/15/2024 0:10:43,Toronto,-0.79°C,Good,5.07,6.5
12/15/2024 0:10:43,San Francisco,9.47°C,Fair,0.52,1.6
12/15/2024 0:10:44,New York,-1.16°C,Fair,9.21,14.08
12/15/2024 0:10:45,Dallas,12.34°C,Moderate,25.92,42.56
12/15/2024 0:10:45,Boston,-4.53°C,Good,3.58,5.69
12/15/2024 0:10:45,Miami,23.3°C,Fair,3.88,8.96
12/15/2024 0:10:46,Houston,20.43°C,Moderate,16.03,22.63
12/16/2024 0:10:44,Toronto,2.96°C,Good,6.61,9.54
12/16/2024 0:10:45,San Francisco,9.45°C,Fair,13.18,20.17
12/16/2024 0:10:46,New York,3.74°C,Moderate,27.94,37.59
12/16/2024 0:10:46,Dallas,20.95°C,Fair,3.36,4.89
12/16/2024 0:10:47,Boston,-0.33°C,Moderate,29.86,41.71
12/16/2024 0:10:48,Miami,23°C,Fair,2.64,7.08
12/16/2024 0:10:49,Houston,20.39°C,Fair,4.49,9.42
12/17/2024 0:10:43,Toronto,7.43°C,Good,2.08,2.85
12/17/2024 0:10:44,San Francisco,10.54°C,Moderate,21.16,26.19
12/17/2024 0:10:44,New York,10.21°C,Good,5.26,7.21
12/17/2024 0:10:45,Dallas,14.84°C,Good,8.31,12.23
12/17/2024 0:10:45,Boston,7.72°C,Fair,2.27,3.91
12/17/2024 0:10:46,Miami,24.06°C,Fair,2.5,6.1
12/17/2024 0:10:46,Houston,20.14°C,Good,7.2,11.17
12/18/2024 0:10:43,Toronto,3.06°C,Good,3.1,5.16
12/18/2024 0:10:44,San Francisco,11.03°C,Fair,10.55,14.1
12/18/2024 0:10:44,New York,9.29°C,Fair,10.74,17.14
12/18/2024 0:10:45,Dallas,19.83°C,Good,6.5,12.35
12/18/2024 0:10:45,Boston,6.21°C,Fair,2.03,3.36
12/18/2024 0:10:46,Miami,23.95°C,Fair,2.67,5.24
12/18/2024 0:10:46,Houston,19.93°C,Good,8.25,15.47
12/19/2024 0:10:44,Toronto,1°C,Good,0.74,2.22
12/19/2024 0:10:45,San Francisco,10.1°C,Fair,16.79,23.12
12/19/2024 0:10:46,New York,7.17°C,Moderate,24.59,27.3
12/19/2024 0:10:47,Dallas,7.21°C,Fair,10.79,13.84
12/19/2024 0:10:48,Boston,5.04°C,Fair,10.2,12.64
12/19/2024 0:10:48,Miami,22.38°C,Fair,3.71,7.68
12/19/2024 0:10:49,Houston,13.44°C,Fair,8.35,10.98
12/20/2024 0:10:45,Toronto,-2.9°C,Good,2.37,5.77
12/20/2024 0:10:45,San Francisco,9.24°C,Moderate,29.59,35.94
12/20/2024 0:10:46,New York,2.59°C,Fair,14.61,22.36
12/20/2024 0:10:47,Dallas,9.68°C,Poor,52.71,71.78
12/20/2024 0:10:47,Boston,-0.24°C,Good,2.75,4.97
12/20/2024 0:10:48,Miami,21.74°C,Good,2.79,5.37
12/20/2024 0:10:48,Houston,12.82°C,Poor,64.9,79.91
12/21/2024 0:10:43,Toronto,-5.5°C,Fair,1,2.56
12/21/2024 0:10:43,San Francisco,10.95°C,Fair,14.94,21.4
12/21/2024 0:10:45,New York,0.54°C,Good,5.07,7.61
12/21/2024 0:10:46,Dallas,5.25°C,Fair,11.74,17.65
12/21/2024 0:10:46,Boston,-3.53°C,Fair,1.22,2.11
12/21/2024 0:10:47,Miami,16.9°C,Fair,7.62,9.84
12/21/2024 0:10:47,Houston,11.77°C,Good,5,7.57
12/22/2024 0:10:43,Toronto,-13.61°C,Good,0.96,2.21
12/22/2024 0:10:43,San Francisco,12.45°C,Fair,4.88,5.78
12/22/2024 0:10:44,New York,-6.93°C,Fair,0.62,1.42
12/22/2024 0:10:45,Dallas,6.55°C,Good,7.4,10.38
12/22/2024 0:10:46,Boston,-8.87°C,Fair,0.5,1
12/22/2024 0:10:46,Miami,14.68°C,Fair,8.57,12.1
12/22/2024 0:10:46,Houston,8.93°C,Moderate,14.13,20.05
12/23/2024 0:10:43,Toronto,-8.04°C,Good,5.11,7.92
12/23/2024 0:10:43,San Francisco,13.91°C,Good,2.93,3.43
12/23/2024 0:10:44,New York,-9.33°C,Good,8.07,12.92
12/23/2024 0:10:44,Dallas,12.9°C,Fair,9.01,11.11
12/23/2024 0:10:44,Boston,-11.91°C,Good,2.15,3.7
12/23/2024 0:10:44,Miami,18.01°C,Fair,3.53,6.61
12/23/2024 0:10:45,Houston,11.95°C,Fair,8.97,13.14
12/24/2024 0:10:43,Toronto,0.74°C,Fair,9.17,11.3
12/24/2024 0:10:44,San Francisco,14.66°C,Good,1.77,2.53
12/24/2024 0:10:44,New York,-1.3°C,Moderate,26.86,35.23
12/24/2024 0:10:45,Dallas,16.82°C,Fair,6.86,12.23
12/24/2024 0:10:45,Boston,-4.66°C,Fair,4.87,7.61
12/24/2024 0:10:46,Miami,20.5°C,Fair,1.94,5.34
12/24/2024 0:10:46,Houston,18.09°C,Fair,7.7,14.24
12/25/2024 0:10:43,Toronto,-1.94°C,Fair,12.28,26.49
12/25/2024 0:10:44,San Francisco,10.14°C,Fair,0.5,1.37
12/25/2024 0:10:45,New York,0.81°C,Fair,14.61,19.49
12/25/2024 0:10:46,Dallas,11.56°C,Good,4.08,5.42
12/25/2024 0:10:46,Boston,-2.93°C,Fair,11.24,13.35
12/25/2024 0:10:47,Miami,20.44°C,Fair,3.12,6.41
12/25/2024 0:10:48,Houston,18.23°C,Good,6.46,9.5
12/26/2024 0:10:43,Toronto,-1.94°C,Moderate,23.31,45.2
12/26/2024 0:10:43,San Francisco,10.34°C,Fair,0.79,2.76
12/26/2024 0:10:44,New York,-1.99°C,Fair,13.7,17.4
12/26/2024 0:10:44,Dallas,12.68°C,Moderate,39.54,54.14
12/26/2024 0:10:45,Boston,-1.79°C,Good,9.94,14.05
12/26/2024 0:10:45,Miami,22.54°C,Fair,1.81,3.16
12/26/2024 0:10:46,Houston,17.41°C,Moderate,24.6,35.15
12/27/2024 0:10:42,Toronto,0.06°C,Fair,11.36,15.5
12/27/2024 0:10:43,San Francisco,12.93°C,Fair,3.97,6.2
12/27/2024 0:10:43,New York,-1.74°C,Moderate,34.2,44.38
12/27/2024 0:10:44,Dallas,12.34°C,Fair,14.25,18.78
12/27/2024 0:10:44,Boston,-4.81°C,Poor,52.21,73.49
12/27/2024 0:10:44,Miami,23.2°C,Fair,2.29,8.71
12/27/2024 0:10:44,Houston,17.32°C,Fair,18.43,23.32
12/28/2024 0:10:43,Toronto,0.91°C,Fair,19.14,21.78
12/28/2024 0:10:43,San Francisco,12.49°C,Fair,11.58,16.06
12/28/2024 0:10:43,New York,4.33°C,Very Poor,183.44,232.3
12/28/2024 0:10:44,Dallas,15.58°C,Moderate,29.04,45.05
12/28/2024 0:10:44,Boston,0.26°C,Moderate,25.28,33.71
12/28/2024 0:10:44,Miami,23.26°C,Fair,1.62,3.66
12/28/2024 0:10:45,Houston,19.93°C,Fair,10.93,15.75
12/29/2024 0:10:45,Toronto,3.22°C,Fair,9.69,12.42
12/29/2024 0:10:45,San Francisco,14.18°C,Good,6.73,9.97
12/29/2024 0:10:46,New York,8.35°C,Moderate,17.68,20.98
12/29/2024 0:10:46,Dallas,11.5°C,Fair,12.13,14.48
12/29/2024 0:10:46,Boston,5.41°C,Good,4.87,6.3
12/29/2024 0:10:47,Miami,23.76°C,Fair,2.98,10.8
12/29/2024 0:10:47,Houston,16.01°C,Fair,4.84,10.12
12/30/2024 0:10:43,Toronto,9.99°C,Good,2.07,4.41
12/30/2024 0:10:43,San Francisco,10.6°C,Fair,0.66,1.84
12/30/2024 0:10:44,New York,13.35°C,Fair,3.31,5.28
12/30/2024 0:10:44,Dallas,11.52°C,Fair,11.04,14.97
12/30/2024 0:10:44,Boston,10.95°C,Fair,3.7,8.16
12/30/2024 0:10:45,Miami,21.28°C,Fair,4.1,11.19
12/30/2024 0:10:45,Houston,14.41°C,Moderate,29.58,36.81
12/31/2024 0:10:43,Toronto,3.36°C,Fair,1.11,2.32
12/31/2024 0:10:43,San Francisco,9.74°C,Fair,0.92,2.03
12/31/2024 0:10:44,New York,8.59°C,Good,3.69,6.79
12/31/2024 0:10:45,Dallas,16.2°C,Fair,6.82,11.2
12/31/2024 0:10:45,Boston,6.93°C,Fair,1.76,3.08
12/31/2024 0:10:46,Miami,22.4°C,Good,8.4,17.71
12/31/2024 0:10:46,Houston,19.46°C,Fair,10.68,20.51
1/1/2025 0:10:43,Toronto,2.39°C,Good,3.27,4.42
1/1/2025 0:10:43,San Francisco,10.05°C,Fair,1.24,2.17
1/1/2025 0:10:44,New York,8.13°C,Fair,9,11.46
1/1/2025 0:10:44,Dallas,7.71°C,Good,6.45,9.28
1/1/2025 0:10:44,Boston,5.68°C,Good,7.1,8.56
1/1/2025 0:10:45,Miami,21.84°C,Fair,10.65,14.13
1/1/2025 0:10:45,Houston,13.32°C,Good,3.54,5.38
1/2/2025 0:10:47,Toronto,0.12°C,Good,0.5,1.02
1/2/2025 0:10:48,San Francisco,10.55°C,Good,6.5,9.43
1/2/2025 0:10:48,New York,4.28°C,Fair,0.5,1.08
1/2/2025 0:10:49,Dallas,5.04°C,Fair,20.45,30.59
1/2/2025 0:10:49,Boston,4.15°C,Good,0.5,0.81
1/2/2025 0:10:49,Miami,20.51°C,Fair,11.76,18.38
1/2/2025 0:10:50,Houston,11.73°C,Fair,11.13,16.15
1/3/2025 0:10:43,Toronto,-2.47°C,Good,0.5,1.22
1/3/2025 0:10:44,San Francisco,11.77°C,Fair,23.78,31.99
1/3/2025 0:10:45,New York,0.9°C,Good,1.01,2.18
1/3/2025 0:10:45,Dallas,9.51°C,Moderate,30.08,44.5
1/3/2025 0:10:46,Boston,1.05°C,Good,0.5,0.87
1/3/2025 0:10:47,Miami,18.9°C,Fair,5.94,13.67
1/3/2025 0:10:47,Houston,15.09°C,Fair,13.26,18.07
1/4/2025 0:10:44,Toronto,-5.05°C,Fair,0.5,1.23
1/4/2025 0:10:44,San Francisco,10.8°C,Fair,0.6,1.73
1/4/2025 0:10:45,New York,-0.7°C,Good,0.95,2.13
1/4/2025 0:10:46,Dallas,14.36°C,Fair,19.84,25.18
1/4/2025 0:10:47,Boston,-1.79°C,Fair,1.02,2.11
1/4/2025 0:10:47,Miami,16.16°C,Fair,7.78,14.15
1/4/2025 0:10:48,Houston,17.54°C,Fair,12.24,16.32
1/5/2025 0:10:43,Toronto,-4.85°C,Fair,0.5,1.02
1/5/2025 0:10:43,San Francisco,9.51°C,Fair,0.95,2.02
1/5/2025 0:10:44,New York,-2.08°C,Fair,0.5,1.18
1/5/2025 0:10:44,Dallas,16.11°C,Good,5.81,7.12
1/5/2025 0:10:44,Boston,-1.42°C,Fair,0.5,0.85
1/5/2025 0:10:45,Miami,14.73°C,Fair,5.88,12.62
1/5/2025 0:10:45,Houston,19.42°C,Fair,4.58,10.49
1/6/2025 0:10:43,Toronto,-3.57°C,Fair,1.08,2.89
1/6/2025 0:10:43,San Francisco,11.09°C,Good,3.34,5.48
1/6/2025 0:10:45,New York,-1.84°C,Fair,0.65,1.55
1/6/2025 0:10:45,Dallas,-2.55°C,Fair,0.63,1.07
1/6/2025 0:10:45,Boston,-6.25°C,Fair,0.5,0.98
1/6/2025 0:10:46,Miami,20.64°C,Fair,3.49,11.86
1/6/2025 0:10:46,Houston,5.56°C,Fair,1.8,2.57
1/7/2025 0:10:43,Toronto,-8.13°C,Fair,0.5,1.18
1/7/2025 0:10:43,San Francisco,11.25°C,Good,3.49,5.83
1/7/2025 0:10:44,New York,-5.48°C,Fair,0.71,1.48
1/7/2025 0:10:45,Dallas,0.37°C,Good,6.48,9.18
1/7/2025 0:10:45,Boston,-8.02°C,Fair,0.82,1.57
1/7/2025 0:10:46,Miami,21.12°C,Fair,6.32,11.39
1/7/2025 0:10:46,Houston,2.88°C,Fair,3.7,5.61
1/8/2025 0:10:43,Toronto,-6.89°C,Fair,0.77,1.82
1/8/2025 0:10:43,San Francisco,16.34°C,Fair,1.53,2.9
1/8/2025 0:10:44,New York,-2.67°C,Fair,0.5,1.12
1/8/2025 0:10:44,Dallas,1.23°C,Fair,6.44,8.28
1/8/2025 0:10:45,Boston,-5.46°C,Fair,0.5,0.84
1/8/2025 0:10:45,Miami,11.91°C,Good,5.85,9.99
1/8/2025 0:10:45,Houston,6.36°C,Good,7.94,10.29
1/9/2025 0:10:44,Toronto,-9.77°C,Fair,0.92,2.33
1/9/2025 0:10:45,San Francisco,12.02°C,Fair,18.82,23.78
1/9/2025 0:10:46,New York,-5.33°C,Fair,0.6,1.27
1/9/2025 0:10:49,Dallas,-0.25°C,Moderate,44.88,60.77
1/9/2025 0:10:50,Boston,-8.37°C,Fair,0.5,0.89
1/9/2025 0:10:50,Miami,13.44°C,Fair,9.48,12.03
1/9/2025 0:10:51,Houston,5.17°C,Fair,14.26,19.42
1/10/2025 0:10:43,Toronto,-9.08°C,Fair,2.08,5.93
1/10/2025 0:10:44,San Francisco,13.6°C,Fair,18.47,22.17
1/10/2025 0:10:45,New York,-2.17°C,Fair,1.1,1.92
1/10/2025 0:10:45,Dallas,0.64°C,Good,9.41,10.78
1/10/2025 0:10:45,Boston,-4.5°C,Fair,0.5,0.92
1/10/2025 0:10:46,Miami,11.73°C,Good,6.96,13.61
1/10/2025 0:10:46,Houston,2.74°C,Good,3.18,3.7
1/11/2025 0:10:43,Toronto,-4.85°C,Fair,10.73,12.48
1/11/2025 0:10:43,San Francisco,11.39°C,Fair,4.94,7.72
1/11/2025 0:10:44,New York,1.51°C,Good,6.27,11.14
1/11/2025 0:10:45,Dallas,-1.59°C,Fair,16.82,22.86
1/11/2025 0:10:45,Boston,-1.05°C,Fair,2.81,5.16
1/11/2025 0:10:46,Miami,18.64°C,Fair,5.18,17.05
1/11/2025 0:10:46,Houston,4.6°C,Fair,3.89,5.15
1/12/2025 0:10:43,Toronto,-1.02°C,Good,2.28,5.2
1/12/2025 0:10:43,San Francisco,14.91°C,Moderate,0.5,0.9
1/12/2025 0:10:44,New York,-0.62°C,Fair,1.54,2.37
1/12/2025 0:10:44,Dallas,6.08°C,Fair,3.65,5.68
1/12/2025 0:10:44,Boston,-3.94°C,Fair,0.5,1.1
1/12/2025 0:10:46,Miami,16.09°C,Good,6.68,9.87
1/12/2025 0:10:46,Houston,5.86°C,Fair,10.89,14.27
1/13/2025 0:10:43,Toronto,-0.19°C,Good,7.08,7.99
1/13/2025 0:10:43,San Francisco,10.95°C,Good,2.57,3.71
1/13/2025 0:10:44,New York,2.82°C,Fair,15.14,24.52
1/13/2025 0:10:45,Dallas,6.2°C,Fair,7.45,8.85
1/13/2025 0:10:45,Boston,-2.31°C,Good,7.7,12.14
1/13/2025 0:10:46,Miami,16.01°C,Fair,14.92,19.91
1/13/2025 0:10:46,Houston,10.33°C,Good,8.02,11.26
1/14/2025 0:10:43,Toronto,-6.54°C,Good,0.94,1.83
1/14/2025 0:10:44,San Francisco,10.38°C,Fair,9.72,17.33
1/14/2025 0:10:46,New York,1.91°C,Fair,2.5,3.67
1/14/2025 0:10:46,Dallas,2.71°C,Moderate,22.19,29.92
1/14/2025 0:10:47,Boston,-0.54°C,Fair,12.36,14.13
1/14/2025 0:10:48,Miami,20.42°C,Fair,9.8,21.83
1/14/2025 0:10:49,Houston,9.55°C,Fair,4.24,6.34
1/15/2025 0:10:43,Toronto,-7.72°C,Fair,1.25,2.85
1/15/2025 0:10:43,San Francisco,10.17°C,Fair,12.19,15.42
1/15/2025 0:10:44,New York,-3.76°C,Fair,0.82,1.52
1/15/2025 0:10:45,Dallas,5.29°C,Moderate,28.9,40.42
1/15/2025 0:10:45,Boston,-4.46°C,Fair,0.5,1
1/15/2025 0:10:46,Miami,16.04°C,Fair,8.38,16.26
1/15/2025 0:10:46,Houston,10.82°C,Fair,5.75,8.61
1/16/2025 0:10:43,Toronto,-6.87°C,Good,2.86,4.52
1/16/2025 0:10:43,San Francisco,11.1°C,Moderate,37,48.03
1/16/2025 0:10:44,New York,-2.51°C,Fair,1.99,3.85
1/16/2025 0:10:44,Dallas,7.12°C,Poor,58.72,75.35
1/16/2025 0:10:45,Boston,-7.07°C,Fair,0.74,1.5
1/16/2025 0:10:45,Miami,17.96°C,Fair,4.55,12.59
1/16/2025 0:10:46,Houston,8.95°C,Fair,19.4,26.23
1/17/2025 0:10:43,Toronto,-2.39°C,Fair,11.22,15.59
1/17/2025 0:10:44,San Francisco,10.42°C,Moderate,27.71,32.58
1/17/2025 0:10:46,New York,-3.03°C,Good,9.09,12.45
1/17/2025 0:10:47,Dallas,7.85°C,Fair,14.85,25.63
1/17/2025 0:10:48,Boston,-3.85°C,Fair,10.23,13.87
1/17/2025 0:10:48,Miami,19.15°C,Moderate,18.79,36.51
1/17/2025 0:10:49,Houston,9.6°C,Poor,52.12,70.46
1/18/2025 0:10:43,Toronto,2.11°C,Good,8.69,10.43
1/18/2025 0:10:44,San Francisco,9.34°C,Fair,4.72,7.83
1/18/2025 0:10:45,New York,1.47°C,Fair,16.68,24.93
1/18/2025 0:10:45,Dallas,15.78°C,Moderate,16.1,73.42
1/18/2025 0:10:46,Boston,-2.62°C,Fair,15.1,23.14
1/18/2025 0:10:46,Miami,21.92°C,Fair,3.31,5.99
1/18/2025 0:10:47,Houston,18.24°C,Fair,6.43,12.9
1/19/2025 0:10:43,Toronto,-5.49°C,Fair,0.54,1.46
1/19/2025 0:10:44,San Francisco,8.82°C,Fair,7.28,10.24
1/19/2025 0:10:45,New York,3.92°C,Fair,13.76,19.02
1/19/2025 0:10:45,Dallas,-1.21°C,Fair,0.62,1.08
1/19/2025 0:10:46,Boston,4.13°C,Good,6.45,8.42
1/19/2025 0:10:46,Miami,21.39°C,Fair,11.83,17.89
1/19/2025 0:10:47,Houston,8.83°C,Fair,4.75,6
1/20/2025 0:10:43,Toronto,-9.38°C,Good,1.3,3.37
1/20/2025 0:10:43,San Francisco,7.82°C,Fair,7.67,8.8
1/20/2025 0:10:44,New York,-4.26°C,Fair,1.27,2.14
1/20/2025 0:10:44,Dallas,-3.44°C,Fair,4.64,7.19
1/20/2025 0:10:44,Boston,-1.74°C,Fair,0.88,1.34
1/20/2025 0:10:45,Miami,21.87°C,Good,2.83,3.92
1/20/2025 0:10:45,Houston,1.08°C,Fair,3.46,4.87
1/21/2025 0:10:43,Toronto,-13.48°C,Fair,1.41,2.51
1/21/2025 0:10:44,San Francisco,11.78°C,Fair,7.72,15.45
1/21/2025 0:10:44,New York,-8.43°C,Fair,2.56,4.5
1/21/2025 0:10:45,Dallas,-0.34°C,Fair,2.72,4.26
1/21/2025 0:10:45,Boston,-10.7°C,Fair,4.21,6.72
1/21/2025 0:10:45,Miami,17.61°C,Fair,2.89,7.34
1/21/2025 0:10:46,Houston,-0.24°C,Fair,1.83,2.59
1/22/2025 0:10:43,Toronto,-15.58°C,Good,3.2,5.48
1/22/2025 0:10:43,San Francisco,10.33°C,Fair,14.21,20.4
1/22/2025 0:10:44,New York,-9.07°C,Fair,15.08,21.36
1/22/2025 0:10:45,Dallas,-3.7°C,Fair,9.65,15.28
1/22/2025 0:10:45,Boston,-9.81°C,Good,8.72,12.49
1/22/2025 0:10:45,Miami,20.71°C,Moderate,25.54,36.48
1/22/2025 0:10:45,Houston,-2.17°C,Moderate,36.09,46.2
1/23/2025 0:10:43,Toronto,-9.17°C,Good,5.18,6.85
1/23/2025 0:10:44,San Francisco,12°C,Fair,12.04,16.06
1/23/2025 0:10:45,New York,-7.94°C,Very Poor,88.95,124.15
1/23/2025 0:10:45,Dallas,1.31°C,Moderate,36.64,51.18
1/23/2025 0:10:46,Boston,-9.62°C,Moderate,42.36,57.76
1/23/2025 0:10:46,Miami,13.01°C,Good,3.94,7.61
1/23/2025 0:10:47,Houston,2.44°C,Moderate,48.51,61.71
1/24/2025 0:10:43,Toronto,-6.14°C,Fair,1.71,4.04
1/24/2025 0:10:43,San Francisco,13.15°C,Moderate,37.8,50.35
1/24/2025 0:10:45,New York,-4.51°C,Moderate,30.55,37
1/24/2025 0:10:45,Dallas,3.38°C,Moderate,16.2,22.85
1/24/2025 0:10:46,Boston,-6.8°C,Moderate,35.12,39.93
1/24/2025 0:10:46,Miami,10.45°C,Good,5.23,6.22
1/24/2025 0:10:47,Houston,5.48°C,Fair,15.31,20.63
1/25/2025 0:10:43,Toronto,-7.41°C,Fair,8.82,15.02
1/25/2025 0:10:44,San Francisco,10.19°C,Fair,4.86,9.53
1/25/2025 0:10:45,New York,-3.05°C,Fair,15.79,24.43
1/25/2025 0:10:45,Dallas,7°C,Fair,3.49,5.52
1/25/2025 0:10:46,Boston,-7.34°C,Good,6.55,9.16
1/25/2025 0:10:46,Miami,12.28°C,Fair,14.93,17.56
1/25/2025 0:10:47,Houston,6.22°C,Fair,7.52,11.09
1/26/2025 0:10:43,Toronto,-0.77°C,Fair,12.31,14.4
1/26/2025 0:10:43,San Francisco,9.16°C,Fair,5.64,7.81
1/26/2025 0:10:45,New York,-0.54°C,Fair,18.75,24.25
1/26/2025 0:10:45,Dallas,10°C,Fair,7.79,15.25
1/26/2025 0:10:46,Boston,-4.31°C,Fair,21.56,24.73
1/26/2025 0:10:46,Miami,18.63°C,Fair,3.2,10.64
1/26/2025 0:10:47,Houston,13.47°C,Fair,6.2,12.42
1/27/2025 0:10:43,Toronto,-4.14°C,Fair,1.32,2.28
1/27/2025 0:10:43,San Francisco,8.92°C,Fair,2.57,4.76
1/27/2025 0:10:44,New York,0.12°C,Good,5.85,10.02
1/27/2025 0:10:44,Dallas,6.06°C,Good,8.72,10.88
1/27/2025 0:10:44,Boston,-1.64°C,Fair,1.3,2.11
1/27/2025 0:10:45,Miami,18.9°C,Moderate,2.74,9.01
1/27/2025 0:10:47,Houston,15.09°C,Fair,14.58,17.94
1/28/2025 0:10:43,Toronto,-1°C,Fair,1.01,1.48
1/28/2025 0:10:44,San Francisco,9.51°C,Fair,6.1,11.9
1/28/2025 0:10:45,New York,2.28°C,Fair,11.7,14.39
1/28/2025 0:10:45,Dallas,8.35°C,Moderate,47.96,63.38
1/28/2025 0:10:46,Boston,0.99°C,Fair,11.04,12.96
1/28/2025 0:10:46,Miami,18.42°C,Moderate,17.7,31.13
1/28/2025 0:10:47,Houston,12.07°C,Moderate,25.66,37.92
1/29/2025 0:10:44,Toronto,-0.19°C,Fair,6.24,8.95
1/29/2025 0:10:44,San Francisco,8.71°C,Fair,6.3,11.1
1/29/2025 0:10:45,New York,2.27°C,Very Poor,108.08,127.47
1/29/2025 0:10:46,Dallas,12.47°C,Fair,14.57,25.31
1/29/2025 0:10:47,Boston,-3.26°C,Fair,2.45,4.18
